FIPS,Category,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*",2010 Population,CO 8-hr (ppm),Pb 3-mo (µg/m3),NO2 AM (ppb),NO2 1-hr (ppb),O3 8-hr (ppm),PM10 24-hr (µg/m3),PM2.5 Wtd AM (µg/m3),PM2.5 24-hr (µg/m3),SO2 1-hr (ppb)
1069,Neglected tropical diseases and malaria,0.04,0.03,0.03,0.02,0.03,0.05,0.04,0.04,101547.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
1073,Neonatal disorders,14.04,11.42,10.09,8.34,8.4,8.61,7.67,6.75,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,HIV/AIDS and tuberculosis,2.08,3.2,11.78,21.87,8.83,7.52,5.55,4.31,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Musculoskeletal disorders,3.74,3.89,4.12,4.32,4.76,4.55,4.07,3.98,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,"Diabetes, urogenital, blood, and endocrine diseases",66.41,68.64,73.91,79.23,85.6,89.12,82.86,77.09,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Digestive diseases,23.58,23.33,22.65,21.38,20.65,20.01,18.69,18.53,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Chronic respiratory diseases,47.62,50.94,51.22,54.77,62.2,62.29,62.39,59.24,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Neurological disorders,100.72,96.75,97.76,104.58,116.45,122.74,119.68,116.53,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Cirrhosis and other chronic liver diseases,20.29,20.11,18.68,18.14,17.96,20.51,21.73,21.67,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Mental and substance use disorders,5.94,6.36,7.25,8.32,10.57,14.33,16.34,26.56,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,"Forces of nature, war, and legal intervention",0.4,0.22,0.26,0.22,0.27,1.19,0.25,0.05,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Unintentional injuries,32.72,26.89,26.88,24.78,24.83,27.0,23.31,23.35,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Nutritional deficiencies,2.35,2.35,2.6,2.79,2.98,2.43,2.13,2.07,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,"Other communicable, maternal, neonatal, and nutritional diseases",2.25,2.51,3.24,4.08,4.37,2.86,2.03,2.05,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Cardiovascular diseases,487.64,459.55,409.58,377.0,371.53,341.35,301.11,313.01,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,"Diarrhea, lower respiratory, and other common infectious diseases",34.28,41.32,41.51,49.45,48.4,43.96,46.09,44.27,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Maternal disorders,0.36,0.34,0.38,0.35,0.36,0.51,0.59,0.56,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Other non-communicable diseases,11.66,10.82,10.44,8.9,8.38,8.36,7.81,7.81,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Self-harm and interpersonal violence,38.11,37.19,37.52,38.28,33.26,35.76,31.07,30.25,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Neoplasms,276.37,273.19,272.17,264.26,252.13,245.72,229.31,227.27,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Transport injuries,26.97,23.61,24.99,23.09,22.14,24.42,21.36,20.04,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1073,Neglected tropical diseases and malaria,0.04,0.04,0.03,0.02,0.03,0.05,0.05,0.05,658466.0,1,ND,9,40,0.075,90,10.1,24,12
1089,Neonatal disorders,8.91,6.66,5.68,4.53,4.77,4.79,4.19,3.85,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,HIV/AIDS and tuberculosis,2.1,2.28,6.24,10.0,3.62,2.97,2.16,1.79,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Musculoskeletal disorders,3.2,3.11,3.11,3.4,3.71,3.37,2.91,2.79,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,"Diabetes, urogenital, blood, and endocrine diseases",61.29,59.06,59.13,64.72,74.17,71.28,68.12,61.28,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Digestive diseases,20.05,19.2,17.99,18.03,18.35,17.3,16.27,15.91,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Chronic respiratory diseases,38.34,40.46,42.52,49.71,60.67,59.64,61.85,61.87,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Neurological disorders,84.71,89.78,98.82,102.55,114.3,117.55,118.06,123.21,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Cirrhosis and other chronic liver diseases,16.1,15.29,14.86,15.2,17.09,18.06,19.89,20.71,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Mental and substance use disorders,2.13,1.99,2.59,3.22,3.82,5.68,8.28,7.94,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,"Forces of nature, war, and legal intervention",0.22,0.21,0.19,0.16,0.19,1.05,0.36,0.05,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Unintentional injuries,26.57,22.27,20.93,20.04,20.69,22.36,20.96,19.09,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Nutritional deficiencies,1.9,2.03,2.05,2.25,2.6,2.19,2.16,2.19,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,"Other communicable, maternal, neonatal, and nutritional diseases",1.73,1.82,2.12,2.61,2.9,1.91,1.37,1.35,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Cardiovascular diseases,527.54,478.74,401.88,373.5,341.57,275.85,236.12,228.24,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,"Diarrhea, lower respiratory, and other common infectious diseases",29.13,31.83,31.89,33.65,35.32,33.98,32.55,34.2,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Maternal disorders,0.2,0.18,0.2,0.19,0.2,0.29,0.31,0.31,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Other non-communicable diseases,10.26,9.24,8.61,7.75,7.4,6.82,6.48,6.37,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Self-harm and interpersonal violence,28.48,23.16,22.45,22.16,21.48,22.44,23.63,22.51,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Neoplasms,240.84,234.8,228.94,236.82,236.65,220.85,212.19,210.93,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Transport injuries,25.09,23.77,22.64,22.43,21.75,23.35,17.75,16.06,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1089,Neglected tropical diseases and malaria,0.04,0.03,0.02,0.02,0.03,0.05,0.05,0.05,334811.0,ND,ND,ND,ND,0.067,61,8.6,21,ND
1097,Neonatal disorders,11.49,8.67,7.46,6.05,6.86,6.61,5.82,5.49,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,HIV/AIDS and tuberculosis,1.45,2.98,11.04,18.91,9.59,8.11,6.11,6.07,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Musculoskeletal disorders,3.34,3.42,3.6,3.92,4.29,4.08,3.62,3.65,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,"Diabetes, urogenital, blood, and endocrine diseases",58.27,57.63,62.88,67.22,73.06,73.63,73.89,72.41,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Digestive diseases,21.87,21.08,20.14,20.06,19.4,18.66,17.3,16.98,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Chronic respiratory diseases,43.78,46.75,51.69,55.71,61.71,64.02,63.0,65.83,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Neurological disorders,83.8,90.06,87.89,97.67,108.12,118.62,119.92,113.52,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Cirrhosis and other chronic liver diseases,20.25,19.06,18.55,17.84,18.79,21.79,22.95,23.26,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Mental and substance use disorders,3.72,5.42,5.02,6.13,8.0,11.58,15.31,15.77,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,"Forces of nature, war, and legal intervention",0.83,0.24,0.27,0.24,0.33,1.69,0.28,0.05,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Unintentional injuries,30.25,26.1,24.3,23.74,23.12,24.12,23.5,21.71,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Nutritional deficiencies,1.66,1.61,1.56,1.72,1.67,1.47,1.26,1.29,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,"Other communicable, maternal, neonatal, and nutritional diseases",2.34,2.67,3.03,3.79,4.34,2.58,1.78,1.81,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Cardiovascular diseases,529.17,493.01,444.28,417.85,420.99,374.0,325.41,328.48,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,"Diarrhea, lower respiratory, and other common infectious diseases",29.5,30.16,30.15,33.01,42.62,34.05,33.77,38.67,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Maternal disorders,0.37,0.34,0.34,0.29,0.31,0.41,0.44,0.45,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Other non-communicable diseases,11.02,10.6,10.62,9.63,8.87,9.28,8.88,8.85,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Self-harm and interpersonal violence,38.46,31.22,34.41,33.81,28.4,30.22,29.55,29.59,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Neoplasms,269.84,262.39,261.43,266.46,258.58,247.17,237.55,235.46,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Transport injuries,30.29,26.81,25.96,24.27,27.85,28.64,25.05,24.07,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1097,Neglected tropical diseases and malaria,0.05,0.05,0.03,0.03,0.04,0.07,0.07,0.07,412992.0,ND,ND,ND,ND,0.064,47,8.7,19,IN
1101,Neonatal disorders,13.75,10.23,9.14,7.46,7.24,7.59,6.78,6.21,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,HIV/AIDS and tuberculosis,1.5,2.78,11.96,21.59,9.54,8.51,7.3,6.83,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Musculoskeletal disorders,3.2,3.24,3.39,3.72,4.11,3.98,3.66,3.74,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,"Diabetes, urogenital, blood, and endocrine diseases",60.36,62.45,64.85,83.73,93.58,100.15,95.93,96.84,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Digestive diseases,21.53,20.8,19.93,19.86,19.18,18.62,17.88,17.98,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Chronic respiratory diseases,40.18,44.33,47.91,55.99,60.44,63.8,63.27,68.04,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Neurological disorders,80.79,86.9,89.46,99.8,100.66,111.18,113.48,120.01,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Cirrhosis and other chronic liver diseases,21.05,19.97,17.73,17.62,17.2,19.13,20.04,20.24,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Mental and substance use disorders,4.54,4.64,5.29,4.42,4.99,6.9,7.9,7.89,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,"Forces of nature, war, and legal intervention",0.35,0.25,0.2,0.18,0.19,1.38,0.23,0.06,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Unintentional injuries,32.1,26.29,23.5,22.13,21.72,22.19,21.25,21.34,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Nutritional deficiencies,2.25,2.31,2.51,3.15,3.27,2.78,2.78,3.19,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,"Other communicable, maternal, neonatal, and nutritional diseases",2.05,2.28,2.72,3.22,3.41,2.32,1.73,1.7,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Cardiovascular diseases,548.36,479.54,436.53,391.68,361.49,311.66,276.34,276.23,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,"Diarrhea, lower respiratory, and other common infectious diseases",37.43,37.25,38.23,39.86,36.69,36.42,35.8,35.73,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Maternal disorders,0.38,0.34,0.35,0.29,0.27,0.42,0.48,0.48,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Other non-communicable diseases,12.24,11.3,10.8,9.64,8.81,8.66,8.18,8.35,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Self-harm and interpersonal violence,28.93,26.3,26.9,25.64,25.81,27.6,26.79,29.73,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Neoplasms,272.27,266.39,259.74,262.91,245.6,238.48,224.41,224.07,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Transport injuries,26.3,22.6,21.98,20.56,20.71,22.14,17.07,17.49,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1101,Neglected tropical diseases and malaria,0.05,0.05,0.04,0.03,0.04,0.08,0.09,0.09,229363.0,ND,ND,ND,ND,0.065,32,10.3,21,ND
1103,Neonatal disorders,8.82,6.89,6.09,4.68,4.94,5.27,4.57,4.02,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,HIV/AIDS and tuberculosis,1.04,1.32,4.95,8.01,2.82,2.47,1.58,1.3,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Musculoskeletal disorders,2.92,2.88,2.96,3.19,3.5,3.26,2.84,2.76,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,"Diabetes, urogenital, blood, and endocrine diseases",51.06,51.49,56.05,62.51,70.67,76.96,73.31,70.19,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Digestive diseases,23.19,22.52,21.97,21.69,21.62,21.17,20.18,19.86,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Chronic respiratory diseases,39.39,43.41,48.37,55.69,64.45,71.45,74.11,76.82,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Neurological disorders,56.45,59.82,64.88,74.57,82.69,98.4,94.17,105.61,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Cirrhosis and other chronic liver diseases,13.15,13.01,13.21,13.26,14.39,16.5,18.69,19.7,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Mental and substance use disorders,2.05,2.27,3.24,4.52,5.88,10.06,14.32,13.69,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,"Forces of nature, war, and legal intervention",0.26,0.29,0.24,0.24,0.27,2.0,0.47,0.09,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Unintentional injuries,31.72,27.85,25.87,25.62,23.88,24.82,24.39,24.12,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Nutritional deficiencies,1.84,2.11,2.29,2.91,3.48,3.73,3.27,3.32,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,"Other communicable, maternal, neonatal, and nutritional diseases",1.47,1.64,2.07,2.55,2.74,1.87,1.24,1.22,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Cardiovascular diseases,521.41,495.82,449.25,424.7,405.61,355.79,337.36,320.29,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,"Diarrhea, lower respiratory, and other common infectious diseases",41.4,43.39,44.74,42.29,43.66,43.0,38.06,36.44,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Maternal disorders,0.19,0.17,0.21,0.21,0.21,0.32,0.3,0.3,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Other non-communicable diseases,9.13,8.63,8.45,7.66,7.13,7.01,6.89,6.88,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Self-harm and interpersonal violence,25.48,23.67,24.43,25.0,22.12,23.86,23.98,25.48,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Neoplasms,243.46,243.7,246.19,246.89,238.21,234.52,226.44,222.18,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Transport injuries,32.22,29.53,29.41,28.33,26.4,27.23,23.38,22.0,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1103,Neglected tropical diseases and malaria,0.04,0.04,0.03,0.02,0.03,0.06,0.05,0.05,119490.0,ND,ND,ND,ND,0.069,ND,7.3,17,ND
1109,Neonatal disorders,12.35,9.63,8.81,7.33,7.42,7.9,6.97,6.4,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,HIV/AIDS and tuberculosis,0.96,1.65,7.86,15.45,6.25,6.4,4.74,4.49,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Musculoskeletal disorders,2.67,2.68,2.78,3.08,3.34,3.14,2.76,2.74,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,"Diabetes, urogenital, blood, and endocrine diseases",51.58,55.01,61.74,74.1,86.71,94.22,92.72,95.13,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Digestive diseases,21.34,20.77,19.85,19.9,19.52,18.52,17.25,17.04,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Chronic respiratory diseases,38.97,42.61,46.14,55.1,64.65,67.69,71.34,72.77,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Neurological disorders,59.36,64.52,74.02,81.61,90.46,103.5,118.73,113.48,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Cirrhosis and other chronic liver diseases,19.68,19.31,18.53,18.77,19.71,22.07,23.96,24.61,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Mental and substance use disorders,5.29,5.02,5.32,6.2,7.41,9.98,10.94,10.53,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,"Forces of nature, war, and legal intervention",0.41,0.42,0.35,0.31,0.33,1.85,0.38,0.09,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Unintentional injuries,37.34,32.92,30.09,27.99,26.52,27.06,25.34,23.98,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Nutritional deficiencies,1.97,2.0,2.03,2.35,2.54,2.06,1.89,1.95,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,"Other communicable, maternal, neonatal, and nutritional diseases",1.82,2.0,2.45,3.11,3.33,2.23,1.49,1.51,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Cardiovascular diseases,538.99,505.92,455.07,455.77,427.07,368.7,327.19,322.38,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,"Diarrhea, lower respiratory, and other common infectious diseases",32.41,33.91,36.39,40.65,41.42,41.57,40.92,42.09,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Maternal disorders,0.36,0.33,0.36,0.32,0.32,0.44,0.46,0.46,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Other non-communicable diseases,11.39,10.89,10.55,9.58,8.88,8.55,8.02,8.08,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Self-harm and interpersonal violence,25.8,24.86,25.56,25.91,24.77,25.8,26.29,26.51,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Neoplasms,238.19,244.1,251.02,264.25,261.27,256.1,250.75,254.24,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Transport injuries,36.27,34.47,36.05,33.71,33.37,33.85,29.12,27.5,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1109,Neglected tropical diseases and malaria,0.06,0.05,0.04,0.03,0.04,0.07,0.07,0.06,32899.0,ND,0.15,ND,ND,ND,ND,ND,ND,ND
1113,Neonatal disorders,12.23,9.33,8.19,6.46,7.04,7.1,6.09,5.33,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,HIV/AIDS and tuberculosis,1.11,1.91,9.2,16.33,7.01,6.2,4.71,4.46,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Musculoskeletal disorders,2.82,2.79,2.85,3.06,3.34,3.13,2.74,2.65,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,"Diabetes, urogenital, blood, and endocrine diseases",67.0,69.87,76.06,82.99,97.87,99.75,101.05,99.84,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Digestive diseases,23.96,22.79,21.43,20.8,20.4,19.02,17.46,16.57,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Chronic respiratory diseases,46.28,51.35,56.33,65.56,75.98,78.39,79.13,80.35,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Neurological disorders,60.93,65.17,70.99,78.3,89.42,102.55,105.01,106.87,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Cirrhosis and other chronic liver diseases,22.32,21.52,20.0,19.31,20.3,22.0,23.21,23.12,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Mental and substance use disorders,9.57,8.71,8.26,9.13,9.18,12.06,13.46,12.38,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,"Forces of nature, war, and legal intervention",0.34,0.35,0.28,0.24,0.27,1.49,0.31,0.07,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Unintentional injuries,38.96,33.83,29.72,27.23,25.47,25.83,24.05,21.65,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Nutritional deficiencies,2.28,2.38,2.54,2.92,3.38,2.83,2.5,2.77,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,"Other communicable, maternal, neonatal, and nutritional diseases",1.75,1.93,2.36,2.91,3.27,2.1,1.39,1.4,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Cardiovascular diseases,746.17,688.77,575.81,517.91,464.88,378.44,319.54,294.76,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,"Diarrhea, lower respiratory, and other common infectious diseases",40.16,41.54,43.46,46.07,55.01,49.71,46.47,44.51,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Maternal disorders,0.42,0.37,0.39,0.34,0.38,0.5,0.51,0.47,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Other non-communicable diseases,13.44,12.62,11.73,10.24,9.3,8.89,8.3,8.04,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Self-harm and interpersonal violence,37.55,35.68,35.18,32.49,30.59,32.32,30.69,30.31,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Neoplasms,268.28,276.9,281.26,289.5,290.85,278.39,268.26,266.6,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Transport injuries,36.84,34.57,34.93,32.35,32.93,32.74,27.68,25.59,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1113,Neglected tropical diseases and malaria,0.06,0.05,0.04,0.03,0.04,0.07,0.06,0.06,52947.0,ND,ND,ND,ND,0.064,ND,9.5,25,ND
1117,Neonatal disorders,8.25,6.18,5.22,4.14,4.06,4.06,3.44,3.16,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,HIV/AIDS and tuberculosis,0.75,0.96,3.54,6.13,2.0,1.75,1.23,1.12,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Musculoskeletal disorders,2.9,2.81,2.88,3.07,3.25,3.08,2.7,2.68,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,"Diabetes, urogenital, blood, and endocrine diseases",62.93,56.76,54.57,55.21,54.61,53.21,47.06,43.55,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Digestive diseases,22.94,21.42,20.2,19.48,18.1,17.36,16.09,16.05,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Chronic respiratory diseases,53.4,52.81,54.33,58.2,59.47,59.18,55.0,53.63,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Neurological disorders,95.06,98.18,104.46,107.97,120.63,113.42,107.06,109.34,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Cirrhosis and other chronic liver diseases,15.3,14.13,13.22,12.68,12.32,13.54,14.01,14.2,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Mental and substance use disorders,2.24,2.51,3.16,3.79,4.97,7.59,9.67,12.95,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,"Forces of nature, war, and legal intervention",0.23,0.26,0.4,0.24,0.42,1.03,0.23,0.06,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Unintentional injuries,31.83,27.54,24.11,22.57,21.18,21.31,21.95,20.69,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Nutritional deficiencies,1.97,2.02,2.08,2.33,2.58,2.0,1.87,2.03,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,"Other communicable, maternal, neonatal, and nutritional diseases",1.35,1.55,1.88,2.42,2.46,1.63,1.16,1.21,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Cardiovascular diseases,524.58,463.7,400.74,365.26,326.19,271.22,235.12,232.57,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,"Diarrhea, lower respiratory, and other common infectious diseases",36.09,38.14,37.36,39.41,36.04,33.91,31.27,34.6,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Maternal disorders,0.17,0.14,0.17,0.17,0.15,0.21,0.21,0.22,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Other non-communicable diseases,9.64,8.44,8.01,6.86,6.1,5.83,5.32,5.18,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Self-harm and interpersonal violence,23.0,22.0,21.52,20.45,17.97,18.91,19.9,18.55,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Neoplasms,255.72,243.11,236.62,229.42,207.72,194.99,176.75,173.39,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Transport injuries,32.41,28.54,27.48,25.51,23.28,20.93,17.95,17.05,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1117,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,195085.0,ND,ND,ND,ND,0.065,ND,IN,IN,55
1119,Neonatal disorders,15.84,12.27,11.33,9.2,9.45,9.98,8.78,7.99,13763.0,ND,ND,ND,ND,0.056,ND,5.4,18,5
1119,HIV/AIDS and tuberculosis,1.81,2.63,10.12,18.03,7.52,6.6,4.69,4.22,13763.0,ND,ND,ND,ND,0.056,ND,5.4,18,5
